archive_id,proposal_number,title,status,chain,created_at,executed_spend_usd,vote_count,voting_power,cost_per_vote_usd,cost_per_voting_power_usd,source_url
snapshot-0xbb73acb16a3b968a7cde352cf046b7d015b0dde0bce3a6d16355d28cf9d519e8,,"[Prop. 45] Commission Lil Bubble w/ 3ETH for 3 Tracks (cc0 music+Artwork, Timed Open Edition Mint)",closed,snapshot,2023-01-17T02:58:10Z,4877.73,26,423.0,187.6,11.531277,https://v1.snapshot.box/#/gnars.eth/proposal/0xbb73acb16a3b968a7cde352cf046b7d015b0dde0bce3a6d16355d28cf9d519e8
snapshot-0xbefdbdf326b35137ef79bb73d67f623fb748e557a78d3c1288f2179620a6d15c,,Sponsor Tom Rohrer (skateboarding) with 3 ETH,closed,snapshot,2022-09-06T06:25:21Z,5283.96,27,570.0,195.7,9.270105,https://v1.snapshot.box/#/gnars.eth/proposal/0xbefdbdf326b35137ef79bb73d67f623fb748e557a78d3c1288f2179620a6d15c
snapshot-0xc0d8af294ff7c51e20145320a8b878ca9ed871599f210ac1616fc6c3d4da263b,,GnarsDAO x ComicsDAO - Gnarly tricks Strip comic + page for 0.69ETH,closed,snapshot,2023-03-07T17:00:45Z,1017.34,15,268.0,67.82,3.79603,https://v1.snapshot.box/#/gnars.eth/proposal/0xc0d8af294ff7c51e20145320a8b878ca9ed871599f210ac1616fc6c3d4da263b
snapshot-0xc5e3864603d851e7a16323ae30667f57e8f27d2e944a0af40f899cad6b6a46f4,,GnarsDAO x ComicsDAO - Gnarly tricks Strip comic + page for 0.69ETH,closed,snapshot,2023-03-16T02:26:33Z,1203.66,20,660.0,60.18,1.823733,https://v1.snapshot.box/#/gnars.eth/proposal/0xc5e3864603d851e7a16323ae30667f57e8f27d2e944a0af40f899cad6b6a46f4
snapshot-0xd44c38a59adc8b086ec31e9c8759b2623dbea06421bbfabd65c19d72a2559289,,Gnarly Smoke Lounge/Co-Working Space @ ETHDenver🤘,closed,snapshot,2023-01-28T05:34:42Z,9857.16,37,664.0,266.41,14.84512,https://v1.snapshot.box/#/gnars.eth/proposal/0xd44c38a59adc8b086ec31e9c8759b2623dbea06421bbfabd65c19d72a2559289
snapshot-0xd79cf66e97cce5ae64f72d01a218451f8fcadfcd7f66d8a118c37849b3b60275,,Sponsor the Uganda Bikers Association,closed,snapshot,2022-10-06T09:09:09Z,3873.24,20,403.0,193.66,9.611017,https://v1.snapshot.box/#/gnars.eth/proposal/0xd79cf66e97cce5ae64f72d01a218451f8fcadfcd7f66d8a118c37849b3b60275
snapshot-0xdc3be19c4d846e9af7bcc625582f355ba4f6ea6db4559251b8ba688e8dbbbe5a,,Sponsor Raphael Gibson (skateboarding) with 3 ETH,closed,snapshot,2022-11-10T21:39:46Z,3726.0,28,424.0,133.07,8.787736,https://v1.snapshot.box/#/gnars.eth/proposal/0xdc3be19c4d846e9af7bcc625582f355ba4f6ea6db4559251b8ba688e8dbbbe5a
snapshot-0xde53e95d97d4c5660423d33a75630a9fb89c85c7773c172f3df9e39dd3546cf2,,[Prop. 29] - Sponsor Will Dias (3 ETH / 6 Months) ,closed,snapshot,2022-11-20T16:18:11Z,3612.63,18,544.0,200.7,6.640864,https://v1.snapshot.box/#/gnars.eth/proposal/0xde53e95d97d4c5660423d33a75630a9fb89c85c7773c172f3df9e39dd3546cf2
snapshot-0xe2d423fe8eb703977b61da957cae6a434ed8c7ba38623f42834c667e0e9af620,,Sponsor Leo Rodrigues (skateboarding) with 3 ETH,closed,snapshot,2022-09-01T03:02:35Z,4693.68,26,606.0,180.53,7.745347,https://v1.snapshot.box/#/gnars.eth/proposal/0xe2d423fe8eb703977b61da957cae6a434ed8c7ba38623f42834c667e0e9af620
snapshot-0xe472fc837743ed478fe98ebef15378dbae2efe519f6af18f3a34118ee5dea367,,Locals Only- A Short Proposal,closed,snapshot,2022-10-31T23:21:45Z,11509.33,30,720.0,383.64,15.985181,https://v1.snapshot.box/#/gnars.eth/proposal/0xe472fc837743ed478fe98ebef15378dbae2efe519f6af18f3a34118ee5dea367
snapshot-0xe5f8417d633b7d2b6136be896b9d100b82056cfbdb7c39e67adb806c8c0d830f,,Giving is Gnarly - Support young skaters in Brazil and promote Skate Cuida,closed,snapshot,2023-04-01T04:00:38Z,1911.34,24,410.0,79.64,4.661805,https://v1.snapshot.box/#/gnars.eth/proposal/0xe5f8417d633b7d2b6136be896b9d100b82056cfbdb7c39e67adb806c8c0d830f
snapshot-0xe603eb28d7152ca1e13532dd070a1c7130d48fe03477e47861e9bc6a1b9e33a5,,Sponsor Ashanti Maurice (skateboarding) with 1.5 ETH,closed,snapshot,2022-08-12T05:29:44Z,2752.24,23,423.0,119.66,6.506489,https://v1.snapshot.box/#/gnars.eth/proposal/0xe603eb28d7152ca1e13532dd070a1c7130d48fe03477e47861e9bc6a1b9e33a5
snapshot-0xef1162965ed606d02c211bfab16f7ffdea8d25d22438140f05861bc765637052,,Commission Greta Gremplin collab with 1.5 ETH,closed,snapshot,2022-07-26T01:01:16Z,2523.01,22,460.0,114.68,5.484815,https://v1.snapshot.box/#/gnars.eth/proposal/0xef1162965ed606d02c211bfab16f7ffdea8d25d22438140f05861bc765637052
snapshot-0xf9d1ed89fff9a329cb4fb25771215836f3f2ce985a086115cfe4f34ea6ef0d5c,,That's Gnarly Daily Drop Deployment + NFT Transfers Gas Cost,closed,snapshot,2023-04-07T18:11:06Z,1892.94,23,714.0,82.3,2.651176,https://v1.snapshot.box/#/gnars.eth/proposal/0xf9d1ed89fff9a329cb4fb25771215836f3f2ce985a086115cfe4f34ea6ef0d5c
snapshot-0xfc4598096ca508794797ed88e9115f52dc9ce63f2b0fb760ea2dea3eb1c5ba4b,,Commission ilustradora.eth collab with 1 ETH,closed,snapshot,2022-09-01T03:53:34Z,1564.56,29,614.0,53.95,2.548143,https://v1.snapshot.box/#/gnars.eth/proposal/0xfc4598096ca508794797ed88e9115f52dc9ce63f2b0fb760ea2dea3eb1c5ba4b
snapshot-0xff05ff3617e604c701ffde6c6e34d39016bd2126f61efe66499617ea3acfd603,,Help Minnesota Ripper Fix His Jaw,closed,snapshot,2023-12-20T15:47:51Z,679.47,16,496.0,42.47,1.369905,https://v1.snapshot.box/#/gnars.eth/proposal/0xff05ff3617e604c701ffde6c6e34d39016bd2126f61efe66499617ea3acfd603
