record_type,record_id,kind,label,source,target,status,size,asset_symbol,weight,count,href,metrics_json
edge,voted:person:0x2afa497b8f33af62e3003b0fe87009182f0dd89c:proposal:snapshot-0x9e670758685c096b923e0b9fa65e2e9cd44906983ea78fe73d750d77be7c568c:all,voted,,person:0x2afa497b8f33af62e3003b0fe87009182f0dd89c,proposal:snapshot-0x9e670758685c096b923e0b9fa65e2e9cd44906983ea78fe73d750d77be7c568c,,,,1.0,1,/proposals/snapshot-0x9e670758685c096b923e0b9fa65e2e9cd44906983ea78fe73d750d77be7c568c/,
edge,voted:person:0x2c8d2e50ee03f98a2f4ccfbe1a61552b79bdf6fa:proposal:gnars-base-12:all,voted,,person:0x2c8d2e50ee03f98a2f4ccfbe1a61552b79bdf6fa,proposal:gnars-base-12,,,,1.0,1,/proposals/gnars-base-12/,
edge,voted:person:0x2cbb5cbafc00a45022c1ff8a2db02fc39a180fd5:proposal:gnars-base-13:all,voted,,person:0x2cbb5cbafc00a45022c1ff8a2db02fc39a180fd5,proposal:gnars-base-13,,,,1.0,1,/proposals/gnars-base-13/,
edge,voted:person:0x2cbb5cbafc00a45022c1ff8a2db02fc39a180fd5:proposal:gnars-base-14:all,voted,,person:0x2cbb5cbafc00a45022c1ff8a2db02fc39a180fd5,proposal:gnars-base-14,,,,1.0,1,/proposals/gnars-base-14/,
edge,voted:person:0x2ce320c47c39cb0019ccc30e713ae54527b5e1ef:proposal:gnars-base-100:all,voted,,person:0x2ce320c47c39cb0019ccc30e713ae54527b5e1ef,proposal:gnars-base-100,,,,1.0,1,/proposals/gnars-base-100/,
edge,voted:person:0x2ce320c47c39cb0019ccc30e713ae54527b5e1ef:proposal:gnars-base-101:all,voted,,person:0x2ce320c47c39cb0019ccc30e713ae54527b5e1ef,proposal:gnars-base-101,,,,1.0,1,/proposals/gnars-base-101/,
edge,voted:person:0x2ce320c47c39cb0019ccc30e713ae54527b5e1ef:proposal:gnars-base-41:all,voted,,person:0x2ce320c47c39cb0019ccc30e713ae54527b5e1ef,proposal:gnars-base-41,,,,1.0,1,/proposals/gnars-base-41/,
edge,voted:person:0x2ce320c47c39cb0019ccc30e713ae54527b5e1ef:proposal:gnars-base-46:all,voted,,person:0x2ce320c47c39cb0019ccc30e713ae54527b5e1ef,proposal:gnars-base-46,,,,1.0,1,/proposals/gnars-base-46/,
edge,voted:person:0x2ce320c47c39cb0019ccc30e713ae54527b5e1ef:proposal:gnars-base-53:all,voted,,person:0x2ce320c47c39cb0019ccc30e713ae54527b5e1ef,proposal:gnars-base-53,,,,1.0,1,/proposals/gnars-base-53/,
edge,voted:person:0x2ce320c47c39cb0019ccc30e713ae54527b5e1ef:proposal:gnars-base-54:all,voted,,person:0x2ce320c47c39cb0019ccc30e713ae54527b5e1ef,proposal:gnars-base-54,,,,1.0,1,/proposals/gnars-base-54/,
edge,voted:person:0x2ce320c47c39cb0019ccc30e713ae54527b5e1ef:proposal:gnars-base-72:all,voted,,person:0x2ce320c47c39cb0019ccc30e713ae54527b5e1ef,proposal:gnars-base-72,,,,1.0,1,/proposals/gnars-base-72/,
edge,voted:person:0x2ce320c47c39cb0019ccc30e713ae54527b5e1ef:proposal:gnars-base-79:all,voted,,person:0x2ce320c47c39cb0019ccc30e713ae54527b5e1ef,proposal:gnars-base-79,,,,1.0,1,/proposals/gnars-base-79/,
edge,voted:person:0x2ce320c47c39cb0019ccc30e713ae54527b5e1ef:proposal:gnars-base-86:all,voted,,person:0x2ce320c47c39cb0019ccc30e713ae54527b5e1ef,proposal:gnars-base-86,,,,1.0,1,/proposals/gnars-base-86/,
edge,voted:person:0x2ce320c47c39cb0019ccc30e713ae54527b5e1ef:proposal:gnars-base-93:all,voted,,person:0x2ce320c47c39cb0019ccc30e713ae54527b5e1ef,proposal:gnars-base-93,,,,1.0,1,/proposals/gnars-base-93/,
edge,voted:person:0x2ce320c47c39cb0019ccc30e713ae54527b5e1ef:proposal:gnars-base-96:all,voted,,person:0x2ce320c47c39cb0019ccc30e713ae54527b5e1ef,proposal:gnars-base-96,,,,1.0,1,/proposals/gnars-base-96/,
edge,voted:person:0x2d718211a5ed066ae721a0f1cd177626968d8707:proposal:snapshot-0x0e7cc997ea5cf22e91fe01456c43dbfaba221857089d9e92065e8b836cde7c05:all,voted,,person:0x2d718211a5ed066ae721a0f1cd177626968d8707,proposal:snapshot-0x0e7cc997ea5cf22e91fe01456c43dbfaba221857089d9e92065e8b836cde7c05,,,,1.0,1,/proposals/snapshot-0x0e7cc997ea5cf22e91fe01456c43dbfaba221857089d9e92065e8b836cde7c05/,
edge,voted:person:0x2d718211a5ed066ae721a0f1cd177626968d8707:proposal:snapshot-0x45e98b5ad67bbbbea2703e34d3eab60561b350612ecb8b325b6f0a1933b7cfed:all,voted,,person:0x2d718211a5ed066ae721a0f1cd177626968d8707,proposal:snapshot-0x45e98b5ad67bbbbea2703e34d3eab60561b350612ecb8b325b6f0a1933b7cfed,,,,1.0,1,/proposals/snapshot-0x45e98b5ad67bbbbea2703e34d3eab60561b350612ecb8b325b6f0a1933b7cfed/,
edge,voted:person:0x2d718211a5ed066ae721a0f1cd177626968d8707:proposal:snapshot-0xa9ec7b490d8a3120943e069c5458703d57a7eed48eb9d11ce892a864cb5c2fe5:all,voted,,person:0x2d718211a5ed066ae721a0f1cd177626968d8707,proposal:snapshot-0xa9ec7b490d8a3120943e069c5458703d57a7eed48eb9d11ce892a864cb5c2fe5,,,,1.0,1,/proposals/snapshot-0xa9ec7b490d8a3120943e069c5458703d57a7eed48eb9d11ce892a864cb5c2fe5/,
edge,voted:person:0x2d718211a5ed066ae721a0f1cd177626968d8707:proposal:snapshot-0xb6f1781ada377924f11500e81735dd60170984c7976a1267027b3bd67fca93f1:all,voted,,person:0x2d718211a5ed066ae721a0f1cd177626968d8707,proposal:snapshot-0xb6f1781ada377924f11500e81735dd60170984c7976a1267027b3bd67fca93f1,,,,1.0,1,/proposals/snapshot-0xb6f1781ada377924f11500e81735dd60170984c7976a1267027b3bd67fca93f1/,
edge,voted:person:0x2d718211a5ed066ae721a0f1cd177626968d8707:proposal:snapshot-0xbefdbdf326b35137ef79bb73d67f623fb748e557a78d3c1288f2179620a6d15c:all,voted,,person:0x2d718211a5ed066ae721a0f1cd177626968d8707,proposal:snapshot-0xbefdbdf326b35137ef79bb73d67f623fb748e557a78d3c1288f2179620a6d15c,,,,1.0,1,/proposals/snapshot-0xbefdbdf326b35137ef79bb73d67f623fb748e557a78d3c1288f2179620a6d15c/,
edge,voted:person:0x2d718211a5ed066ae721a0f1cd177626968d8707:proposal:snapshot-0xe2d423fe8eb703977b61da957cae6a434ed8c7ba38623f42834c667e0e9af620:all,voted,,person:0x2d718211a5ed066ae721a0f1cd177626968d8707,proposal:snapshot-0xe2d423fe8eb703977b61da957cae6a434ed8c7ba38623f42834c667e0e9af620,,,,1.0,1,/proposals/snapshot-0xe2d423fe8eb703977b61da957cae6a434ed8c7ba38623f42834c667e0e9af620/,
edge,voted:person:0x2d718211a5ed066ae721a0f1cd177626968d8707:proposal:snapshot-0xe603eb28d7152ca1e13532dd070a1c7130d48fe03477e47861e9bc6a1b9e33a5:all,voted,,person:0x2d718211a5ed066ae721a0f1cd177626968d8707,proposal:snapshot-0xe603eb28d7152ca1e13532dd070a1c7130d48fe03477e47861e9bc6a1b9e33a5,,,,1.0,1,/proposals/snapshot-0xe603eb28d7152ca1e13532dd070a1c7130d48fe03477e47861e9bc6a1b9e33a5/,
edge,voted:person:0x2d718211a5ed066ae721a0f1cd177626968d8707:proposal:snapshot-0xfc4598096ca508794797ed88e9115f52dc9ce63f2b0fb760ea2dea3eb1c5ba4b:all,voted,,person:0x2d718211a5ed066ae721a0f1cd177626968d8707,proposal:snapshot-0xfc4598096ca508794797ed88e9115f52dc9ce63f2b0fb760ea2dea3eb1c5ba4b,,,,1.0,1,/proposals/snapshot-0xfc4598096ca508794797ed88e9115f52dc9ce63f2b0fb760ea2dea3eb1c5ba4b/,
edge,voted:person:0x2d9cbc4ecfbd1b8f66aa798fd51585ae058daa8b:proposal:gnars-base-100:all,voted,,person:0x2d9cbc4ecfbd1b8f66aa798fd51585ae058daa8b,proposal:gnars-base-100,,,,1.0,1,/proposals/gnars-base-100/,
edge,voted:person:0x2d9cbc4ecfbd1b8f66aa798fd51585ae058daa8b:proposal:gnars-base-101:all,voted,,person:0x2d9cbc4ecfbd1b8f66aa798fd51585ae058daa8b,proposal:gnars-base-101,,,,1.0,1,/proposals/gnars-base-101/,
edge,voted:person:0x2d9cbc4ecfbd1b8f66aa798fd51585ae058daa8b:proposal:gnars-base-104:all,voted,,person:0x2d9cbc4ecfbd1b8f66aa798fd51585ae058daa8b,proposal:gnars-base-104,,,,1.0,1,/proposals/gnars-base-104/,
edge,voted:person:0x2d9cbc4ecfbd1b8f66aa798fd51585ae058daa8b:proposal:gnars-base-106:all,voted,,person:0x2d9cbc4ecfbd1b8f66aa798fd51585ae058daa8b,proposal:gnars-base-106,,,,1.0,1,/proposals/gnars-base-106/,
edge,voted:person:0x2d9cbc4ecfbd1b8f66aa798fd51585ae058daa8b:proposal:gnars-base-21:all,voted,,person:0x2d9cbc4ecfbd1b8f66aa798fd51585ae058daa8b,proposal:gnars-base-21,,,,1.0,1,/proposals/gnars-base-21/,
edge,voted:person:0x2d9cbc4ecfbd1b8f66aa798fd51585ae058daa8b:proposal:gnars-base-22:all,voted,,person:0x2d9cbc4ecfbd1b8f66aa798fd51585ae058daa8b,proposal:gnars-base-22,,,,1.0,1,/proposals/gnars-base-22/,
edge,voted:person:0x2d9cbc4ecfbd1b8f66aa798fd51585ae058daa8b:proposal:gnars-base-26:all,voted,,person:0x2d9cbc4ecfbd1b8f66aa798fd51585ae058daa8b,proposal:gnars-base-26,,,,1.0,1,/proposals/gnars-base-26/,
edge,voted:person:0x2d9cbc4ecfbd1b8f66aa798fd51585ae058daa8b:proposal:gnars-base-31:all,voted,,person:0x2d9cbc4ecfbd1b8f66aa798fd51585ae058daa8b,proposal:gnars-base-31,,,,1.0,1,/proposals/gnars-base-31/,
edge,voted:person:0x2d9cbc4ecfbd1b8f66aa798fd51585ae058daa8b:proposal:gnars-base-32:all,voted,,person:0x2d9cbc4ecfbd1b8f66aa798fd51585ae058daa8b,proposal:gnars-base-32,,,,1.0,1,/proposals/gnars-base-32/,
edge,voted:person:0x2d9cbc4ecfbd1b8f66aa798fd51585ae058daa8b:proposal:gnars-base-33:all,voted,,person:0x2d9cbc4ecfbd1b8f66aa798fd51585ae058daa8b,proposal:gnars-base-33,,,,1.0,1,/proposals/gnars-base-33/,
edge,voted:person:0x2d9cbc4ecfbd1b8f66aa798fd51585ae058daa8b:proposal:gnars-base-37:all,voted,,person:0x2d9cbc4ecfbd1b8f66aa798fd51585ae058daa8b,proposal:gnars-base-37,,,,1.0,1,/proposals/gnars-base-37/,
edge,voted:person:0x2d9cbc4ecfbd1b8f66aa798fd51585ae058daa8b:proposal:gnars-base-38:all,voted,,person:0x2d9cbc4ecfbd1b8f66aa798fd51585ae058daa8b,proposal:gnars-base-38,,,,1.0,1,/proposals/gnars-base-38/,
edge,voted:person:0x2d9cbc4ecfbd1b8f66aa798fd51585ae058daa8b:proposal:gnars-base-39:all,voted,,person:0x2d9cbc4ecfbd1b8f66aa798fd51585ae058daa8b,proposal:gnars-base-39,,,,1.0,1,/proposals/gnars-base-39/,
edge,voted:person:0x2d9cbc4ecfbd1b8f66aa798fd51585ae058daa8b:proposal:gnars-base-40:all,voted,,person:0x2d9cbc4ecfbd1b8f66aa798fd51585ae058daa8b,proposal:gnars-base-40,,,,1.0,1,/proposals/gnars-base-40/,
edge,voted:person:0x2d9cbc4ecfbd1b8f66aa798fd51585ae058daa8b:proposal:gnars-base-41:all,voted,,person:0x2d9cbc4ecfbd1b8f66aa798fd51585ae058daa8b,proposal:gnars-base-41,,,,1.0,1,/proposals/gnars-base-41/,
edge,voted:person:0x2d9cbc4ecfbd1b8f66aa798fd51585ae058daa8b:proposal:gnars-base-45:all,voted,,person:0x2d9cbc4ecfbd1b8f66aa798fd51585ae058daa8b,proposal:gnars-base-45,,,,1.0,1,/proposals/gnars-base-45/,
edge,voted:person:0x2d9cbc4ecfbd1b8f66aa798fd51585ae058daa8b:proposal:gnars-base-56:all,voted,,person:0x2d9cbc4ecfbd1b8f66aa798fd51585ae058daa8b,proposal:gnars-base-56,,,,1.0,1,/proposals/gnars-base-56/,
edge,voted:person:0x2d9cbc4ecfbd1b8f66aa798fd51585ae058daa8b:proposal:gnars-base-57:all,voted,,person:0x2d9cbc4ecfbd1b8f66aa798fd51585ae058daa8b,proposal:gnars-base-57,,,,1.0,1,/proposals/gnars-base-57/,
edge,voted:person:0x2d9cbc4ecfbd1b8f66aa798fd51585ae058daa8b:proposal:gnars-base-61:all,voted,,person:0x2d9cbc4ecfbd1b8f66aa798fd51585ae058daa8b,proposal:gnars-base-61,,,,1.0,1,/proposals/gnars-base-61/,
edge,voted:person:0x2d9cbc4ecfbd1b8f66aa798fd51585ae058daa8b:proposal:gnars-base-63:all,voted,,person:0x2d9cbc4ecfbd1b8f66aa798fd51585ae058daa8b,proposal:gnars-base-63,,,,1.0,1,/proposals/gnars-base-63/,
edge,voted:person:0x2d9cbc4ecfbd1b8f66aa798fd51585ae058daa8b:proposal:gnars-base-69:all,voted,,person:0x2d9cbc4ecfbd1b8f66aa798fd51585ae058daa8b,proposal:gnars-base-69,,,,1.0,1,/proposals/gnars-base-69/,
edge,voted:person:0x2d9cbc4ecfbd1b8f66aa798fd51585ae058daa8b:proposal:gnars-base-70:all,voted,,person:0x2d9cbc4ecfbd1b8f66aa798fd51585ae058daa8b,proposal:gnars-base-70,,,,1.0,1,/proposals/gnars-base-70/,
edge,voted:person:0x2d9cbc4ecfbd1b8f66aa798fd51585ae058daa8b:proposal:gnars-base-72:all,voted,,person:0x2d9cbc4ecfbd1b8f66aa798fd51585ae058daa8b,proposal:gnars-base-72,,,,1.0,1,/proposals/gnars-base-72/,
edge,voted:person:0x2d9cbc4ecfbd1b8f66aa798fd51585ae058daa8b:proposal:gnars-base-77:all,voted,,person:0x2d9cbc4ecfbd1b8f66aa798fd51585ae058daa8b,proposal:gnars-base-77,,,,1.0,1,/proposals/gnars-base-77/,
edge,voted:person:0x2d9cbc4ecfbd1b8f66aa798fd51585ae058daa8b:proposal:gnars-base-79:all,voted,,person:0x2d9cbc4ecfbd1b8f66aa798fd51585ae058daa8b,proposal:gnars-base-79,,,,1.0,1,/proposals/gnars-base-79/,
edge,voted:person:0x2d9cbc4ecfbd1b8f66aa798fd51585ae058daa8b:proposal:gnars-base-80:all,voted,,person:0x2d9cbc4ecfbd1b8f66aa798fd51585ae058daa8b,proposal:gnars-base-80,,,,1.0,1,/proposals/gnars-base-80/,
edge,voted:person:0x2d9cbc4ecfbd1b8f66aa798fd51585ae058daa8b:proposal:gnars-base-81:all,voted,,person:0x2d9cbc4ecfbd1b8f66aa798fd51585ae058daa8b,proposal:gnars-base-81,,,,1.0,1,/proposals/gnars-base-81/,
edge,voted:person:0x2d9cbc4ecfbd1b8f66aa798fd51585ae058daa8b:proposal:gnars-base-86:all,voted,,person:0x2d9cbc4ecfbd1b8f66aa798fd51585ae058daa8b,proposal:gnars-base-86,,,,1.0,1,/proposals/gnars-base-86/,
edge,voted:person:0x2d9cbc4ecfbd1b8f66aa798fd51585ae058daa8b:proposal:gnars-base-87:all,voted,,person:0x2d9cbc4ecfbd1b8f66aa798fd51585ae058daa8b,proposal:gnars-base-87,,,,1.0,1,/proposals/gnars-base-87/,
edge,voted:person:0x2d9cbc4ecfbd1b8f66aa798fd51585ae058daa8b:proposal:gnars-base-88:all,voted,,person:0x2d9cbc4ecfbd1b8f66aa798fd51585ae058daa8b,proposal:gnars-base-88,,,,1.0,1,/proposals/gnars-base-88/,
edge,voted:person:0x2d9cbc4ecfbd1b8f66aa798fd51585ae058daa8b:proposal:gnars-base-93:all,voted,,person:0x2d9cbc4ecfbd1b8f66aa798fd51585ae058daa8b,proposal:gnars-base-93,,,,1.0,1,/proposals/gnars-base-93/,
edge,voted:person:0x2d9cbc4ecfbd1b8f66aa798fd51585ae058daa8b:proposal:gnars-base-95:all,voted,,person:0x2d9cbc4ecfbd1b8f66aa798fd51585ae058daa8b,proposal:gnars-base-95,,,,1.0,1,/proposals/gnars-base-95/,
edge,voted:person:0x2ee0485f71764bcd2062a84d9455688c581b90f8:proposal:snapshot-0x0e7cc997ea5cf22e91fe01456c43dbfaba221857089d9e92065e8b836cde7c05:all,voted,,person:0x2ee0485f71764bcd2062a84d9455688c581b90f8,proposal:snapshot-0x0e7cc997ea5cf22e91fe01456c43dbfaba221857089d9e92065e8b836cde7c05,,,,1.0,1,/proposals/snapshot-0x0e7cc997ea5cf22e91fe01456c43dbfaba221857089d9e92065e8b836cde7c05/,
edge,voted:person:0x2ee0485f71764bcd2062a84d9455688c581b90f8:proposal:snapshot-0x23cf980a45d2c4535ee96e3803538cbe6132e2ee31873ab60143ae9e4eacc041:all,voted,,person:0x2ee0485f71764bcd2062a84d9455688c581b90f8,proposal:snapshot-0x23cf980a45d2c4535ee96e3803538cbe6132e2ee31873ab60143ae9e4eacc041,,,,1.0,1,/proposals/snapshot-0x23cf980a45d2c4535ee96e3803538cbe6132e2ee31873ab60143ae9e4eacc041/,
edge,voted:person:0x2ee0485f71764bcd2062a84d9455688c581b90f8:proposal:snapshot-0x30847f96110952ed83c1aa78c09b5cc11ef1076614560efd29de73e8b9b18894:all,voted,,person:0x2ee0485f71764bcd2062a84d9455688c581b90f8,proposal:snapshot-0x30847f96110952ed83c1aa78c09b5cc11ef1076614560efd29de73e8b9b18894,,,,1.0,1,/proposals/snapshot-0x30847f96110952ed83c1aa78c09b5cc11ef1076614560efd29de73e8b9b18894/,
edge,voted:person:0x2ee0485f71764bcd2062a84d9455688c581b90f8:proposal:snapshot-0x45e98b5ad67bbbbea2703e34d3eab60561b350612ecb8b325b6f0a1933b7cfed:all,voted,,person:0x2ee0485f71764bcd2062a84d9455688c581b90f8,proposal:snapshot-0x45e98b5ad67bbbbea2703e34d3eab60561b350612ecb8b325b6f0a1933b7cfed,,,,1.0,1,/proposals/snapshot-0x45e98b5ad67bbbbea2703e34d3eab60561b350612ecb8b325b6f0a1933b7cfed/,
edge,voted:person:0x2ee0485f71764bcd2062a84d9455688c581b90f8:proposal:snapshot-0x54e14b3264825ebb86ab43768c279431aa83f6e480a86d5bff3341c42feeb4bb:all,voted,,person:0x2ee0485f71764bcd2062a84d9455688c581b90f8,proposal:snapshot-0x54e14b3264825ebb86ab43768c279431aa83f6e480a86d5bff3341c42feeb4bb,,,,1.0,1,/proposals/snapshot-0x54e14b3264825ebb86ab43768c279431aa83f6e480a86d5bff3341c42feeb4bb/,
edge,voted:person:0x2ee0485f71764bcd2062a84d9455688c581b90f8:proposal:snapshot-0xa9ec7b490d8a3120943e069c5458703d57a7eed48eb9d11ce892a864cb5c2fe5:all,voted,,person:0x2ee0485f71764bcd2062a84d9455688c581b90f8,proposal:snapshot-0xa9ec7b490d8a3120943e069c5458703d57a7eed48eb9d11ce892a864cb5c2fe5,,,,1.0,1,/proposals/snapshot-0xa9ec7b490d8a3120943e069c5458703d57a7eed48eb9d11ce892a864cb5c2fe5/,
edge,voted:person:0x2ee0485f71764bcd2062a84d9455688c581b90f8:proposal:snapshot-0xb7fb4de0ccada5bc44a3130e1204e38184b015c81f4b00b750b60af3f1ed400e:all,voted,,person:0x2ee0485f71764bcd2062a84d9455688c581b90f8,proposal:snapshot-0xb7fb4de0ccada5bc44a3130e1204e38184b015c81f4b00b750b60af3f1ed400e,,,,1.0,1,/proposals/snapshot-0xb7fb4de0ccada5bc44a3130e1204e38184b015c81f4b00b750b60af3f1ed400e/,
edge,voted:person:0x2ee0485f71764bcd2062a84d9455688c581b90f8:proposal:snapshot-0xbefdbdf326b35137ef79bb73d67f623fb748e557a78d3c1288f2179620a6d15c:all,voted,,person:0x2ee0485f71764bcd2062a84d9455688c581b90f8,proposal:snapshot-0xbefdbdf326b35137ef79bb73d67f623fb748e557a78d3c1288f2179620a6d15c,,,,1.0,1,/proposals/snapshot-0xbefdbdf326b35137ef79bb73d67f623fb748e557a78d3c1288f2179620a6d15c/,
edge,voted:person:0x2ee0485f71764bcd2062a84d9455688c581b90f8:proposal:snapshot-0xd44c38a59adc8b086ec31e9c8759b2623dbea06421bbfabd65c19d72a2559289:all,voted,,person:0x2ee0485f71764bcd2062a84d9455688c581b90f8,proposal:snapshot-0xd44c38a59adc8b086ec31e9c8759b2623dbea06421bbfabd65c19d72a2559289,,,,1.0,1,/proposals/snapshot-0xd44c38a59adc8b086ec31e9c8759b2623dbea06421bbfabd65c19d72a2559289/,
edge,voted:person:0x2ee0485f71764bcd2062a84d9455688c581b90f8:proposal:snapshot-0xe13a7551f6ee674f29beee0f80193c0e7540b1b9286c6d646738c01e24e0f0e7:all,voted,,person:0x2ee0485f71764bcd2062a84d9455688c581b90f8,proposal:snapshot-0xe13a7551f6ee674f29beee0f80193c0e7540b1b9286c6d646738c01e24e0f0e7,,,,1.0,1,/proposals/snapshot-0xe13a7551f6ee674f29beee0f80193c0e7540b1b9286c6d646738c01e24e0f0e7/,
edge,voted:person:0x2ee0485f71764bcd2062a84d9455688c581b90f8:proposal:snapshot-0xe2d423fe8eb703977b61da957cae6a434ed8c7ba38623f42834c667e0e9af620:all,voted,,person:0x2ee0485f71764bcd2062a84d9455688c581b90f8,proposal:snapshot-0xe2d423fe8eb703977b61da957cae6a434ed8c7ba38623f42834c667e0e9af620,,,,1.0,1,/proposals/snapshot-0xe2d423fe8eb703977b61da957cae6a434ed8c7ba38623f42834c667e0e9af620/,
edge,voted:person:0x2ee0485f71764bcd2062a84d9455688c581b90f8:proposal:snapshot-0xfc4598096ca508794797ed88e9115f52dc9ce63f2b0fb760ea2dea3eb1c5ba4b:all,voted,,person:0x2ee0485f71764bcd2062a84d9455688c581b90f8,proposal:snapshot-0xfc4598096ca508794797ed88e9115f52dc9ce63f2b0fb760ea2dea3eb1c5ba4b,,,,1.0,1,/proposals/snapshot-0xfc4598096ca508794797ed88e9115f52dc9ce63f2b0fb760ea2dea3eb1c5ba4b/,
edge,voted:person:0x2ee8d80de1c389f1254e94bc44d2d1bc391ed402:proposal:snapshot-0x6c11af3f2eb01a1636796e563bfdb00001748442fa0b379cf0349e5952917899:all,voted,,person:0x2ee8d80de1c389f1254e94bc44d2d1bc391ed402,proposal:snapshot-0x6c11af3f2eb01a1636796e563bfdb00001748442fa0b379cf0349e5952917899,,,,1.0,1,/proposals/snapshot-0x6c11af3f2eb01a1636796e563bfdb00001748442fa0b379cf0349e5952917899/,
edge,voted:person:0x2ee8d80de1c389f1254e94bc44d2d1bc391ed402:proposal:snapshot-0xc5e3864603d851e7a16323ae30667f57e8f27d2e944a0af40f899cad6b6a46f4:all,voted,,person:0x2ee8d80de1c389f1254e94bc44d2d1bc391ed402,proposal:snapshot-0xc5e3864603d851e7a16323ae30667f57e8f27d2e944a0af40f899cad6b6a46f4,,,,1.0,1,/proposals/snapshot-0xc5e3864603d851e7a16323ae30667f57e8f27d2e944a0af40f899cad6b6a46f4/,
edge,voted:person:0x2f600423ec00778423e7628993e0de72cd37959a:proposal:snapshot-0x00fc8920736e34ab77c10ed9837df13aed9ddfe35132c271d5982a19a5857b74:all,voted,,person:0x2f600423ec00778423e7628993e0de72cd37959a,proposal:snapshot-0x00fc8920736e34ab77c10ed9837df13aed9ddfe35132c271d5982a19a5857b74,,,,1.0,1,/proposals/snapshot-0x00fc8920736e34ab77c10ed9837df13aed9ddfe35132c271d5982a19a5857b74/,
edge,voted:person:0x2f600423ec00778423e7628993e0de72cd37959a:proposal:snapshot-0x1353abe6679ea8aecf8505fc0a2785328adfefe358d4352d25862bd97dd2278d:all,voted,,person:0x2f600423ec00778423e7628993e0de72cd37959a,proposal:snapshot-0x1353abe6679ea8aecf8505fc0a2785328adfefe358d4352d25862bd97dd2278d,,,,1.0,1,/proposals/snapshot-0x1353abe6679ea8aecf8505fc0a2785328adfefe358d4352d25862bd97dd2278d/,
edge,voted:person:0x2f600423ec00778423e7628993e0de72cd37959a:proposal:snapshot-0x136c566b303c0d3fa920168ed461cc37d4e18ab203dd9b91c49e7c1af4af9014:all,voted,,person:0x2f600423ec00778423e7628993e0de72cd37959a,proposal:snapshot-0x136c566b303c0d3fa920168ed461cc37d4e18ab203dd9b91c49e7c1af4af9014,,,,1.0,1,/proposals/snapshot-0x136c566b303c0d3fa920168ed461cc37d4e18ab203dd9b91c49e7c1af4af9014/,
edge,voted:person:0x2f600423ec00778423e7628993e0de72cd37959a:proposal:snapshot-0x23cf980a45d2c4535ee96e3803538cbe6132e2ee31873ab60143ae9e4eacc041:all,voted,,person:0x2f600423ec00778423e7628993e0de72cd37959a,proposal:snapshot-0x23cf980a45d2c4535ee96e3803538cbe6132e2ee31873ab60143ae9e4eacc041,,,,1.0,1,/proposals/snapshot-0x23cf980a45d2c4535ee96e3803538cbe6132e2ee31873ab60143ae9e4eacc041/,
edge,voted:person:0x2f600423ec00778423e7628993e0de72cd37959a:proposal:snapshot-0x6095121db59fa6116e4bbbc4ca5d091273088eee7854ad496f1f322ae9d1706e:all,voted,,person:0x2f600423ec00778423e7628993e0de72cd37959a,proposal:snapshot-0x6095121db59fa6116e4bbbc4ca5d091273088eee7854ad496f1f322ae9d1706e,,,,1.0,1,/proposals/snapshot-0x6095121db59fa6116e4bbbc4ca5d091273088eee7854ad496f1f322ae9d1706e/,
edge,voted:person:0x2f600423ec00778423e7628993e0de72cd37959a:proposal:snapshot-0x7584dfef4e843deaddf4eba549713db9fac03438486925205570998707113dad:all,voted,,person:0x2f600423ec00778423e7628993e0de72cd37959a,proposal:snapshot-0x7584dfef4e843deaddf4eba549713db9fac03438486925205570998707113dad,,,,1.0,1,/proposals/snapshot-0x7584dfef4e843deaddf4eba549713db9fac03438486925205570998707113dad/,
edge,voted:person:0x2f600423ec00778423e7628993e0de72cd37959a:proposal:snapshot-0xf1e34b3d91d49a2d3c83e465fb3bed3763c067d30a483ac22e98edee03709c38:all,voted,,person:0x2f600423ec00778423e7628993e0de72cd37959a,proposal:snapshot-0xf1e34b3d91d49a2d3c83e465fb3bed3763c067d30a483ac22e98edee03709c38,,,,1.0,1,/proposals/snapshot-0xf1e34b3d91d49a2d3c83e465fb3bed3763c067d30a483ac22e98edee03709c38/,
edge,voted:person:0x2feb329b9289b60064904fa61fc347157a5aed6a:proposal:gnars-base-100:all,voted,,person:0x2feb329b9289b60064904fa61fc347157a5aed6a,proposal:gnars-base-100,,,,1.0,1,/proposals/gnars-base-100/,
edge,voted:person:0x2feb329b9289b60064904fa61fc347157a5aed6a:proposal:gnars-base-101:all,voted,,person:0x2feb329b9289b60064904fa61fc347157a5aed6a,proposal:gnars-base-101,,,,1.0,1,/proposals/gnars-base-101/,
edge,voted:person:0x2feb329b9289b60064904fa61fc347157a5aed6a:proposal:gnars-base-102:all,voted,,person:0x2feb329b9289b60064904fa61fc347157a5aed6a,proposal:gnars-base-102,,,,1.0,1,/proposals/gnars-base-102/,
edge,voted:person:0x2feb329b9289b60064904fa61fc347157a5aed6a:proposal:gnars-base-103:all,voted,,person:0x2feb329b9289b60064904fa61fc347157a5aed6a,proposal:gnars-base-103,,,,1.0,1,/proposals/gnars-base-103/,
edge,voted:person:0x2feb329b9289b60064904fa61fc347157a5aed6a:proposal:gnars-base-104:all,voted,,person:0x2feb329b9289b60064904fa61fc347157a5aed6a,proposal:gnars-base-104,,,,1.0,1,/proposals/gnars-base-104/,
