record_type,record_id,kind,label,source,target,status,size,asset_symbol,weight,count,href,metrics_json
node,person:0x2f93f498394206ca4c8bb06eca7cbddf17d07708,person,0x2f93...7708,,,active,20.93,,,,/community/0x2f93-7708/,"{""eth_received"": 0.0, ""usdc_received"": 0.0, ""gnars_received"": 0.0, ""active_votes"": 1, ""proposals_authored"": 0}"
node,person:0x2fe2304e8b02fa7453bba3c07557758f97e652d5,person,0x2fe2...52d5,,,active,39.65,,,,/community/0x2fe2-52d5/,"{""eth_received"": 0.0, ""usdc_received"": 0.0, ""gnars_received"": 0.0, ""active_votes"": 12, ""proposals_authored"": 0}"
node,person:0x2feb329b9289b60064904fa61fc347157a5aed6a,person,0x2feb...ed6a,,,active,57.57,,,,/community/0x2feb-ed6a/,"{""eth_received"": 0.0, ""usdc_received"": 0.0, ""gnars_received"": 0.0, ""active_votes"": 61, ""proposals_authored"": 4}"
node,person:0x302d1f018f385b812900919294a4e03d0e924162,person,0x302d...4162,,,active,14.0,,,,/community/0x302d-4162/,"{""eth_received"": 0.0, ""usdc_received"": 0.0, ""gnars_received"": 0.0, ""active_votes"": 0, ""proposals_authored"": 0}"
node,person:0x30512c8f030ffe0e2ec324bd881a5efb91709837,person,0x3051...9837,,,active,27.86,,,,/community/0x3051-9837/,"{""eth_received"": 0.0, ""usdc_received"": 0.0, ""gnars_received"": 0.0, ""active_votes"": 3, ""proposals_authored"": 0}"
node,person:0x30570812a0edbb523157db5a89b829eb875749a9,person,0x3057...49a9,,,active,14.0,,,,/community/0x3057-49a9/,"{""eth_received"": 0.0, ""usdc_received"": 0.0, ""gnars_received"": 0.0, ""active_votes"": 0, ""proposals_authored"": 0}"
node,person:0x308112d06027cd838627b94ddfc16ea6b4d90004,person,0x3081...0004,,,active,20.93,,,,/community/0x3081-0004/,"{""eth_received"": 0.0, ""usdc_received"": 0.0, ""gnars_received"": 0.0, ""active_votes"": 1, ""proposals_authored"": 0}"
node,person:0x30d205c7dea44715c211c07780aa408b2f6869cb,person,0x30d2...69cb,,,active,20.93,,,,/community/0x30d2-69cb/,"{""eth_received"": 0.0, ""usdc_received"": 0.0, ""gnars_received"": 0.0, ""active_votes"": 1, ""proposals_authored"": 0}"
node,person:0x312cc22eb46b44365fc20b976a570596ed8200ba,person,0x312c...00ba,,,active,27.86,,,,/community/0x312c-00ba/,"{""eth_received"": 0.0, ""usdc_received"": 0.0, ""gnars_received"": 0.0, ""active_votes"": 3, ""proposals_authored"": 0}"
node,person:0x3140963910fa025807ba8a78c42af7b438ac7b1e,person,0x3140...7b1e,,,active,20.93,,,,/community/0x3140-7b1e/,"{""eth_received"": 0.0, ""usdc_received"": 0.0, ""gnars_received"": 0.0, ""active_votes"": 1, ""proposals_authored"": 0}"
node,person:0x31a3a92c1a50730261b747e33547a4e0f96f0aba,person,0x31a3...0aba,,,active,20.93,,,,/community/0x31a3-0aba/,"{""eth_received"": 0.0, ""usdc_received"": 0.0, ""gnars_received"": 0.0, ""active_votes"": 1, ""proposals_authored"": 0}"
node,person:0x31ee70b3ad0f6b7c9533a0cbd90c1d8f808497d9,person,0x31ee...97d9,,,active,20.93,,,,/community/0x31ee-97d9/,"{""eth_received"": 0.0, ""usdc_received"": 0.0, ""gnars_received"": 0.0, ""active_votes"": 1, ""proposals_authored"": 0}"
node,person:0x32090daec1db4d22619bdeb2685c27713a927be3,person,0x3209...7be3,,,active,24.99,,,,/community/0x3209-7be3/,"{""eth_received"": 0.0, ""usdc_received"": 0.0, ""gnars_received"": 0.0, ""active_votes"": 2, ""proposals_authored"": 0}"
node,person:0x32d1c8a4d133241a710d780f1198992a015ea5ed,person,0x32d1...a5ed,,,active,24.99,,,,/community/0x32d1-a5ed/,"{""eth_received"": 0.0, ""usdc_received"": 0.0, ""gnars_received"": 0.0, ""active_votes"": 2, ""proposals_authored"": 0}"
node,person:0x3320e292c9f2375a5fa1d31905df2929357d8218,person,0x3320...8218,,,active,20.93,,,,/community/0x3320-8218/,"{""eth_received"": 0.0, ""usdc_received"": 0.0, ""gnars_received"": 0.0, ""active_votes"": 1, ""proposals_authored"": 0}"
node,person:0x338a7dcf6c95b6fec4aaedb214aaa854043a4e81,person,0x338a...4e81,,,active,20.93,,,,/community/0x338a-4e81/,"{""eth_received"": 0.0, ""usdc_received"": 0.0, ""gnars_received"": 0.0, ""active_votes"": 1, ""proposals_authored"": 0}"
node,person:0x33a7a26d9c6c799a02e4870137de647674371ffc,person,0x33a7...1ffc,,,active,20.93,,,,/community/0x33a7-1ffc/,"{""eth_received"": 0.0, ""usdc_received"": 0.0, ""gnars_received"": 0.0, ""active_votes"": 1, ""proposals_authored"": 0}"
node,person:0x33bbf6e27ce7b254e537bcb9f3b00cd1451563ea,person,0x33bb...63ea,,,active,105.83,,,,/community/0x33bb-63ea/,"{""eth_received"": 3.390042, ""usdc_received"": 9686.0, ""gnars_received"": 0.0, ""active_votes"": 14, ""proposals_authored"": 6}"
node,person:0x33ff3c111de5f4b89cd4bdcc0ed99c46ca1e9541,person,0x33ff...9541,,,active,24.99,,,,/community/0x33ff-9541/,"{""eth_received"": 0.0, ""usdc_received"": 0.0, ""gnars_received"": 0.0, ""active_votes"": 2, ""proposals_authored"": 0}"
node,person:0x341be95a1e4a762f94d335cb14ae642051d33c16,person,0x341b...3c16,,,active,24.99,,,,/community/0x341b-3c16/,"{""eth_received"": 0.0, ""usdc_received"": 0.0, ""gnars_received"": 0.0, ""active_votes"": 2, ""proposals_authored"": 0}"
node,person:0x344160cb109cacf6305b0b0b413fbb469984f639,person,0x3441...f639,,,active,20.93,,,,/community/0x3441-f639/,"{""eth_received"": 0.0, ""usdc_received"": 0.0, ""gnars_received"": 0.0, ""active_votes"": 1, ""proposals_authored"": 0}"
node,person:0x344a4c67ee8ae84b89bcde443f982c07ae5b1358,person,0x344a...1358,,,active,24.99,,,,/community/0x344a-1358/,"{""eth_received"": 0.0, ""usdc_received"": 0.0, ""gnars_received"": 0.0, ""active_votes"": 2, ""proposals_authored"": 0}"
node,person:0x35105eb9fbd3c3f03c77d8bd4f4480fc0cf6b02a,person,0x3510...b02a,,,active,31.92,,,,/community/0x3510-b02a/,"{""eth_received"": 0.0, ""usdc_received"": 0.0, ""gnars_received"": 0.0, ""active_votes"": 5, ""proposals_authored"": 0}"
node,person:0x354817e24de8708a80a3f19881c9778d98519d7f,person,0x3548...9d7f,,,active,20.93,,,,/community/0x3548-9d7f/,"{""eth_received"": 0.0, ""usdc_received"": 0.0, ""gnars_received"": 0.0, ""active_votes"": 1, ""proposals_authored"": 0}"
node,person:0x35645edcb19513d2ef52c8f926938409fc64e1ce,person,0x3564...e1ce,,,active,20.93,,,,/community/0x3564-e1ce/,"{""eth_received"": 0.0, ""usdc_received"": 0.0, ""gnars_received"": 0.0, ""active_votes"": 1, ""proposals_authored"": 0}"
node,person:0x356d8dac5f0da039dcc3e22c8b42fde00e79f7e6,person,0x356d...f7e6,,,active,38.85,,,,/community/0x356d-f7e6/,"{""eth_received"": 0.0, ""usdc_received"": 0.0, ""gnars_received"": 0.0, ""active_votes"": 7, ""proposals_authored"": 1}"
node,person:0x358e25cd4d7631eb874d25f4e1ae4a14b0abb56e,person,0x358e...b56e,,,active,24.99,,,,/community/0x358e-b56e/,"{""eth_received"": 0.0, ""usdc_received"": 0.0, ""gnars_received"": 0.0, ""active_votes"": 2, ""proposals_authored"": 0}"
node,person:0x360cebac3453204d44032d4e4d2c9896de48a85c,person,0x360c...a85c,,,active,20.93,,,,/community/0x360c-a85c/,"{""eth_received"": 0.0, ""usdc_received"": 0.0, ""gnars_received"": 0.0, ""active_votes"": 1, ""proposals_authored"": 0}"
node,person:0x36410a0c98fdf575e6204413d2bc313dea67d9a8,person,0x3641...d9a8,,,active,38.85,,,,/community/0x3641-d9a8/,"{""eth_received"": 0.0, ""usdc_received"": 0.0, ""gnars_received"": 0.0, ""active_votes"": 11, ""proposals_authored"": 0}"
node,person:0x364b21f55161642ad9b4f030968e9a66550c2eb7,person,0x364b...2eb7,,,active,20.93,,,,/community/0x364b-2eb7/,"{""eth_received"": 0.0, ""usdc_received"": 0.0, ""gnars_received"": 0.0, ""active_votes"": 1, ""proposals_authored"": 0}"
node,person:0x36a5bc205df1ed65c86301022cfc343a6ce546ff,person,0x36a5...46ff,,,active,20.93,,,,/community/0x36a5-46ff/,"{""eth_received"": 0.0, ""usdc_received"": 0.0, ""gnars_received"": 0.0, ""active_votes"": 1, ""proposals_authored"": 0}"
node,person:0x373361cd6ad7711f73fa71ddcd1c3f62da7c4439,person,0x3733...4439,,,active,20.93,,,,/community/0x3733-4439/,"{""eth_received"": 0.0, ""usdc_received"": 0.0, ""gnars_received"": 0.0, ""active_votes"": 1, ""proposals_authored"": 0}"
node,person:0x3761eddd642fd34f53c60d4437fc71633a7cf061,person,0x3761...f061,,,active,20.93,,,,/community/0x3761-f061/,"{""eth_received"": 0.0, ""usdc_received"": 0.0, ""gnars_received"": 0.0, ""active_votes"": 1, ""proposals_authored"": 0}"
node,person:0x376e451f04863508a7dce0b993354520e9acee71,person,0x376e...ee71,,,active,31.92,,,,/community/0x376e-ee71/,"{""eth_received"": 0.0, ""usdc_received"": 0.0, ""gnars_received"": 0.0, ""active_votes"": 5, ""proposals_authored"": 0}"
node,person:0x37a0ae5ec2071f460217fb5a2426500349c52167,person,0x37a0...2167,,,active,20.93,,,,/community/0x37a0-2167/,"{""eth_received"": 0.0, ""usdc_received"": 0.0, ""gnars_received"": 0.0, ""active_votes"": 1, ""proposals_authored"": 0}"
node,person:0x37b31c7239b6d7c38801bf32831c2bed66e7c1b6,person,0x37b3...c1b6,,,active,20.93,,,,/community/0x37b3-c1b6/,"{""eth_received"": 0.0, ""usdc_received"": 0.0, ""gnars_received"": 0.0, ""active_votes"": 1, ""proposals_authored"": 0}"
node,person:0x37b77fda66457f45fd1ef5842ed98a4622518a74,person,0x37b7...8a74,,,active,20.93,,,,/community/0x37b7-8a74/,"{""eth_received"": 0.0, ""usdc_received"": 0.0, ""gnars_received"": 0.0, ""active_votes"": 1, ""proposals_authored"": 0}"
node,person:0x3821a2a3dc8419a15490d44c0b3e2fa992f088af,person,0x3821...88af,,,active,20.93,,,,/community/0x3821-88af/,"{""eth_received"": 0.0, ""usdc_received"": 0.0, ""gnars_received"": 0.0, ""active_votes"": 1, ""proposals_authored"": 0}"
node,person:0x383c7322271b2d885d6037b206931783efbacbe4,person,0x383c...cbe4,,,active,20.93,,,,/community/0x383c-cbe4/,"{""eth_received"": 0.0, ""usdc_received"": 0.0, ""gnars_received"": 0.0, ""active_votes"": 1, ""proposals_authored"": 0}"
node,person:0x3862600cb2307375b91ef061d265a0af0d73e44a,person,0x3862...e44a,,,active,20.93,,,,/community/0x3862-e44a/,"{""eth_received"": 0.0, ""usdc_received"": 0.0, ""gnars_received"": 0.0, ""active_votes"": 1, ""proposals_authored"": 0}"
node,person:0x386e96e10447095a99b919defc955c6d4835c279,person,0x386e...c279,,,active,24.99,,,,/community/0x386e-c279/,"{""eth_received"": 0.0, ""usdc_received"": 0.0, ""gnars_received"": 0.0, ""active_votes"": 2, ""proposals_authored"": 0}"
node,person:0x387a161c6b25aa854100abaed39274e51aaffffd,person,0x387a...fffd,,,active,98.52,,,,/community/0x387a-fffd/,"{""eth_received"": 10.35730283, ""usdc_received"": 4500.0, ""gnars_received"": 0.0, ""active_votes"": 134, ""proposals_authored"": 10}"
node,person:0x3899567b3a5c2d0f168867fff2bb95d41db4a218,person,0x3899...a218,,,active,24.99,,,,/community/0x3899-a218/,"{""eth_received"": 0.0, ""usdc_received"": 0.0, ""gnars_received"": 0.0, ""active_votes"": 2, ""proposals_authored"": 0}"
node,person:0x38a9950d672f09ebe0ac12e264b6cdc1137b4147,person,0x38a9...4147,,,active,14.0,,,,/community/0x38a9-4147/,"{""eth_received"": 0.0, ""usdc_received"": 0.0, ""gnars_received"": 0.0, ""active_votes"": 0, ""proposals_authored"": 0}"
node,person:0x394c480eb109f3c213e2a4ab24aca5d394a387ca,person,0x394c...87ca,,,active,14.0,,,,/community/0x394c-87ca/,"{""eth_received"": 0.0, ""usdc_received"": 0.0, ""gnars_received"": 0.0, ""active_votes"": 0, ""proposals_authored"": 0}"
node,person:0x3994537274f3ff3eefc413e0d669b05d6446d46b,person,0x3994...d46b,,,active,24.99,,,,/community/0x3994-d46b/,"{""eth_received"": 0.0, ""usdc_received"": 0.0, ""gnars_received"": 0.0, ""active_votes"": 2, ""proposals_authored"": 0}"
node,person:0x3996f3961eede1bca159357b5c7872e1f01cc08c,person,0x3996...c08c,,,active,20.93,,,,/community/0x3996-c08c/,"{""eth_received"": 0.0, ""usdc_received"": 0.0, ""gnars_received"": 0.0, ""active_votes"": 1, ""proposals_authored"": 0}"
node,person:0x39a6486b3657359689bb7d4558efed03f2e3bc32,person,0x39a6...bc32,,,active,20.93,,,,/community/0x39a6-bc32/,"{""eth_received"": 0.0, ""usdc_received"": 0.0, ""gnars_received"": 0.0, ""active_votes"": 1, ""proposals_authored"": 0}"
node,person:0x39beb60bc4c1b8b0ebeedc515c7a56e7dfb3a5a9,person,0x39be...a5a9,,,active,20.93,,,,/community/0x39be-a5a9/,"{""eth_received"": 0.0, ""usdc_received"": 0.0, ""gnars_received"": 0.0, ""active_votes"": 1, ""proposals_authored"": 0}"
node,person:0x39e1a7e3acceda13164675aff5df265d71600242,person,0x39e1...0242,,,active,14.0,,,,/community/0x39e1-0242/,"{""eth_received"": 0.0, ""usdc_received"": 0.0, ""gnars_received"": 0.0, ""active_votes"": 0, ""proposals_authored"": 0}"
node,person:0x3a0a61d5eb9ae898b5c0f5b422578aab88c80e21,person,0x3a0a...0e21,,,active,20.93,,,,/community/0x3a0a-0e21/,"{""eth_received"": 0.0, ""usdc_received"": 0.0, ""gnars_received"": 0.0, ""active_votes"": 1, ""proposals_authored"": 0}"
node,person:0x3a7b8d37cb2da4c3b7c897421d90f42cc015d68d,person,0x3a7b...d68d,,,active,27.86,,,,/community/0x3a7b-d68d/,"{""eth_received"": 0.0004, ""usdc_received"": 0.0, ""gnars_received"": 0.0, ""active_votes"": 3, ""proposals_authored"": 0}"
node,person:0x3b2ee33aba9f50c9de4ce54221df2407f9545732,person,0x3b2e...5732,,,active,20.93,,,,/community/0x3b2e-5732/,"{""eth_received"": 0.0, ""usdc_received"": 0.0, ""gnars_received"": 0.0, ""active_votes"": 1, ""proposals_authored"": 0}"
node,person:0x3b60e31cfc48a9074cd5bebb26c9eaa77650a43f,person,0x3b60...a43f,,,active,14.0,,,,/community/0x3b60-a43f/,"{""eth_received"": 0.0, ""usdc_received"": 0.0, ""gnars_received"": 0.0, ""active_votes"": 0, ""proposals_authored"": 0}"
node,person:0x3b94170b65b0e3017a4a68647ecce38d7368bbdc,person,0x3b94...bbdc,,,active,31.92,,,,/community/0x3b94-bbdc/,"{""eth_received"": 0.0, ""usdc_received"": 0.0, ""gnars_received"": 0.0, ""active_votes"": 5, ""proposals_authored"": 0}"
node,person:0x3b9f47629cd4d5903cf3eb897aac4f6b41dd2589,person,0x3b9f...2589,,,active,20.93,,,,/community/0x3b9f-2589/,"{""eth_received"": 0.0, ""usdc_received"": 0.0, ""gnars_received"": 0.0, ""active_votes"": 1, ""proposals_authored"": 0}"
node,person:0x3ba53cea97bfff5a303ffc66dc4f390383bcd62e,person,0x3ba5...d62e,,,active,20.93,,,,/community/0x3ba5-d62e/,"{""eth_received"": 0.0, ""usdc_received"": 0.0, ""gnars_received"": 0.0, ""active_votes"": 1, ""proposals_authored"": 0}"
node,person:0x3c47b79d9774e88c014a573ca02da88ef6ea7c13,person,0x3c47...7c13,,,active,27.86,,,,/community/0x3c47-7c13/,"{""eth_received"": 0.0, ""usdc_received"": 0.0, ""gnars_received"": 0.0, ""active_votes"": 3, ""proposals_authored"": 0}"
node,person:0x3c9001bae3f82a0b50197a5ef46b1c5a5a9d5e3b,person,0x3c90...5e3b,,,active,20.93,,,,/community/0x3c90-5e3b/,"{""eth_received"": 0.0, ""usdc_received"": 0.0, ""gnars_received"": 0.0, ""active_votes"": 1, ""proposals_authored"": 0}"
node,person:0x3ca92d91d27cf725c0fd3c3929e8f5f8c56424eb,person,0x3ca9...24eb,,,active,20.93,,,,/community/0x3ca9-24eb/,"{""eth_received"": 0.0, ""usdc_received"": 0.0, ""gnars_received"": 0.0, ""active_votes"": 1, ""proposals_authored"": 0}"
node,person:0x3df364ed7e8a887f7f9c240f7e281a4ea05ce03f,person,0x3df3...e03f,,,active,14.0,,,,/community/0x3df3-e03f/,"{""eth_received"": 0.0, ""usdc_received"": 0.0, ""gnars_received"": 0.0, ""active_votes"": 0, ""proposals_authored"": 0}"
node,person:0x3dfd10ed1af731582c0268592f9a7b50295a0505,person,0x3dfd...0505,,,active,27.86,,,,/community/0x3dfd-0505/,"{""eth_received"": 0.0, ""usdc_received"": 0.0, ""gnars_received"": 0.0, ""active_votes"": 3, ""proposals_authored"": 0}"
node,person:0x3dfd76a87cf769275e5bc8c4ab77e47d50ecda49,person,0x3dfd...da49,,,active,14.0,,,,/community/0x3dfd-da49/,"{""eth_received"": 0.0, ""usdc_received"": 0.0, ""gnars_received"": 0.0, ""active_votes"": 0, ""proposals_authored"": 0}"
node,person:0x3e6791170d9514be84b5a1c17c217a0bffc60976,person,0x3e67...0976,,,active,20.93,,,,/community/0x3e67-0976/,"{""eth_received"": 0.0, ""usdc_received"": 0.0, ""gnars_received"": 0.0, ""active_votes"": 1, ""proposals_authored"": 0}"
node,person:0x3eed97ce10b0e4f6d8bdcba1b8aeaff329ec0226,person,0x3eed...0226,,,active,33.46,,,,/community/0x3eed-0226/,"{""eth_received"": 0.0, ""usdc_received"": 0.0, ""gnars_received"": 0.0, ""active_votes"": 6, ""proposals_authored"": 0}"
node,person:0x3f1a84e53bf6a7db9891872c22ad7d2be3989e86,person,0x3f1a...9e86,,,active,20.93,,,,/community/0x3f1a-9e86/,"{""eth_received"": 0.0, ""usdc_received"": 0.0, ""gnars_received"": 0.0, ""active_votes"": 1, ""proposals_authored"": 0}"
node,person:0x3f5111e64c0b96cc6b436151da820a3f979ef7f2,person,0x3f51...f7f2,,,active,107.93,,,,/community/0x3f51-f7f2/,"{""eth_received"": 0.0, ""usdc_received"": 12000.0, ""gnars_received"": 0.0, ""active_votes"": 0, ""proposals_authored"": 0}"
node,person:0x3f869d5824ad9d5f8bc1a9c1800f46fca1b0cf7c,person,0x3f86...cf7c,,,active,27.86,,,,/community/0x3f86-cf7c/,"{""eth_received"": 0.0, ""usdc_received"": 0.0, ""gnars_received"": 0.0, ""active_votes"": 3, ""proposals_authored"": 0}"
node,person:0x3fc40fe59c22e8f1b4567e48d4bead6a22dd2037,person,0x3fc4...2037,,,active,20.93,,,,/community/0x3fc4-2037/,"{""eth_received"": 0.0, ""usdc_received"": 0.0, ""gnars_received"": 0.0, ""active_votes"": 1, ""proposals_authored"": 0}"
node,person:0x3fe75c470075493239e50a6db1e823e4ac25e011,person,0x3fe7...e011,,,active,20.93,,,,/community/0x3fe7-e011/,"{""eth_received"": 0.0, ""usdc_received"": 0.0, ""gnars_received"": 0.0, ""active_votes"": 1, ""proposals_authored"": 0}"
node,person:0x4005470902ba4113d8d92e6ab4413c6142dc7150,person,0x4005...7150,,,active,20.93,,,,/community/0x4005-7150/,"{""eth_received"": 0.0, ""usdc_received"": 0.0, ""gnars_received"": 0.0, ""active_votes"": 1, ""proposals_authored"": 0}"
node,person:0x404c5b810e2cf04b82115bf93fa9cce8dac09c96,person,0x404c...9c96,,,active,20.93,,,,/community/0x404c-9c96/,"{""eth_received"": 0.0, ""usdc_received"": 0.0, ""gnars_received"": 0.0, ""active_votes"": 1, ""proposals_authored"": 0}"
node,person:0x40596edc2e449ef48cdefc5a787f653f768369bd,person,0x4059...69bd,,,active,24.99,,,,/community/0x4059-69bd/,"{""eth_received"": 0.0, ""usdc_received"": 0.0, ""gnars_received"": 0.0, ""active_votes"": 2, ""proposals_authored"": 0}"
node,person:0x41c007a724731d1fcb14c7ff113af0bc1d66fe9f,person,0x41c0...fe9f,,,active,24.99,,,,/community/0x41c0-fe9f/,"{""eth_received"": 0.0, ""usdc_received"": 0.0, ""gnars_received"": 0.0, ""active_votes"": 2, ""proposals_authored"": 0}"
node,person:0x41cb654d1f47913acab158a8199191d160dabe4a,person,0x41cb...be4a,,,active,75.76,,,,/community/0x41cb-be4a/,"{""eth_received"": 0.0, ""usdc_received"": 400.0, ""gnars_received"": 0.0, ""active_votes"": 0, ""proposals_authored"": 20}"
node,person:0x4212d149f77308a87ce9928f1095eddb894f4d68,person,0x4212...4d68,,,active,14.0,,,,/community/0x4212-4d68/,"{""eth_received"": 0.0, ""usdc_received"": 0.0, ""gnars_received"": 0.0, ""active_votes"": 0, ""proposals_authored"": 0}"
node,person:0x4241b875d35d9990d29a8f8dccaf88bad8d46c24,person,0x4241...6c24,,,active,14.0,,,,/community/0x4241-6c24/,"{""eth_received"": 0.0, ""usdc_received"": 0.0, ""gnars_received"": 0.0, ""active_votes"": 0, ""proposals_authored"": 0}"
node,person:0x42519c03009d4148179178178980a73006837bd4,person,0x4251...7bd4,,,active,14.0,,,,/community/0x4251-7bd4/,"{""eth_received"": 0.0, ""usdc_received"": 0.0, ""gnars_received"": 0.0, ""active_votes"": 0, ""proposals_authored"": 0}"
node,person:0x4298e663517593284ad4fe199b21815bd48a9969,person,0x4298...9969,,,active,20.93,,,,/community/0x4298-9969/,"{""eth_received"": 0.0, ""usdc_received"": 0.0, ""gnars_received"": 0.0, ""active_votes"": 1, ""proposals_authored"": 0}"
node,person:0x4299754cae3d536b97c38f96ba5dd524966334c1,person,0x4299...34c1,,,active,20.93,,,,/community/0x4299-34c1/,"{""eth_received"": 0.0, ""usdc_received"": 0.0, ""gnars_received"": 0.0, ""active_votes"": 1, ""proposals_authored"": 0}"
node,person:0x42e62e421bedf2469826879ec1a0574d7d3cca26,person,0x42e6...ca26,,,active,20.93,,,,/community/0x42e6-ca26/,"{""eth_received"": 0.0, ""usdc_received"": 0.0, ""gnars_received"": 0.0, ""active_votes"": 1, ""proposals_authored"": 0}"
node,person:0x43098f5c9ae90f5132e14f2901a67ff9ef38a67d,person,0x4309...a67d,,,active,14.0,,,,/community/0x4309-a67d/,"{""eth_received"": 0.0, ""usdc_received"": 0.0, ""gnars_received"": 0.0, ""active_votes"": 0, ""proposals_authored"": 0}"
node,person:0x4322d6b24bda8af69dd1014c4f29138f6d794ada,person,0x4322...4ada,,,active,48.66,,,,/community/0x4322-4ada/,"{""eth_received"": 0.0, ""usdc_received"": 0.0, ""gnars_received"": 0.0, ""active_votes"": 31, ""proposals_authored"": 0}"
node,person:0x433a3ee1de0ff146a20b7c246e0d1d09e19d0b1a,person,0x433a...0b1a,,,active,24.99,,,,/community/0x433a-0b1a/,"{""eth_received"": 0.0, ""usdc_received"": 0.0, ""gnars_received"": 0.0, ""active_votes"": 2, ""proposals_authored"": 0}"
node,person:0x4344b1dd3dfba9dd2691ea1b2110f92499e5326a,person,0x4344...326a,,,active,31.92,,,,/community/0x4344-326a/,"{""eth_received"": 0.0, ""usdc_received"": 0.0, ""gnars_received"": 0.0, ""active_votes"": 5, ""proposals_authored"": 0}"
node,person:0x43c363f3821b4efe4f9d04df74c0e32db42a7970,person,0x43c3...7970,,,active,95.35,,,,/community/0x43c3-7970/,"{""eth_received"": 0.0, ""usdc_received"": 3400.0, ""gnars_received"": 0.0, ""active_votes"": 2, ""proposals_authored"": 2}"
node,person:0x43cf3250bba01d8bf5a8370b6e0681d909293276,person,0x43cf...3276,,,active,14.0,,,,/community/0x43cf-3276/,"{""eth_received"": 0.0, ""usdc_received"": 0.0, ""gnars_received"": 0.0, ""active_votes"": 0, ""proposals_authored"": 0}"
node,person:0x43fecdbeba28503c303360672c5f05825f306785,person,0x43fe...6785,,,active,20.93,,,,/community/0x43fe-6785/,"{""eth_received"": 0.0, ""usdc_received"": 0.0, ""gnars_received"": 0.0, ""active_votes"": 1, ""proposals_authored"": 0}"
node,person:0x4492ecacb5da5d933af0e55eedad4383bf8d2db5,person,0x4492...2db5,,,active,20.93,,,,/community/0x4492-2db5/,"{""eth_received"": 0.0, ""usdc_received"": 0.0, ""gnars_received"": 0.0, ""active_votes"": 1, ""proposals_authored"": 0}"
node,person:0x455ada8d45d459ce923f2ce8eb0e227d34c63417,person,0x455a...3417,,,active,24.99,,,,/community/0x455a-3417/,"{""eth_received"": 0.0, ""usdc_received"": 0.0, ""gnars_received"": 0.0, ""active_votes"": 2, ""proposals_authored"": 0}"
node,person:0x459b40643251f10d93334d91cf256f97d31f69de,person,0x459b...69de,,,active,103.23,,,,/community/0x459b-69de/,"{""eth_received"": 0.0, ""usdc_received"": 7500.0, ""gnars_received"": 0.0, ""active_votes"": 0, ""proposals_authored"": 0}"
node,person:0x45db9d3457c2cb05c4bfc7334a33cee6e19d508f,person,0x45db...508f,,,active,24.99,,,,/community/0x45db-508f/,"{""eth_received"": 0.0, ""usdc_received"": 0.0, ""gnars_received"": 0.0, ""active_votes"": 2, ""proposals_authored"": 0}"
node,person:0x463757f957f3bc482cd7af877565f90333c4b524,person,0x4637...b524,,,active,20.93,,,,/community/0x4637-b524/,"{""eth_received"": 0.0, ""usdc_received"": 0.0, ""gnars_received"": 0.0, ""active_votes"": 1, ""proposals_authored"": 0}"
node,person:0x46c6a1f1347bb8740a222fb36587ef7b38cdb46c,person,0x46c6...b46c,,,active,20.93,,,,/community/0x46c6-b46c/,"{""eth_received"": 0.0, ""usdc_received"": 0.0, ""gnars_received"": 0.0, ""active_votes"": 1, ""proposals_authored"": 0}"
node,person:0x470a712e7d5ab5f6e06714871bec5468b35863c7,person,0x470a...63c7,,,active,30.09,,,,/community/0x470a-63c7/,"{""eth_received"": 0.0, ""usdc_received"": 0.0, ""gnars_received"": 0.0, ""active_votes"": 4, ""proposals_authored"": 0}"
node,person:0x470aa856c103d2b68566575e0e1dd50f65b1af5c,person,0x470a...af5c,,,active,14.0,,,,/community/0x470a-af5c/,"{""eth_received"": 0.0, ""usdc_received"": 0.0, ""gnars_received"": 0.0, ""active_votes"": 0, ""proposals_authored"": 0}"
node,person:0x471c3d673584b39d9443652ee47aae7f94670d79,person,0x471c...0d79,,,active,20.93,,,,/community/0x471c-0d79/,"{""eth_received"": 0.0, ""usdc_received"": 0.0, ""gnars_received"": 0.0, ""active_votes"": 1, ""proposals_authored"": 0}"
node,person:0x47b0bb593ebfdadb15801db2863d872c8d99fa11,person,0x47b0...fa11,,,active,38.85,,,,/community/0x47b0-fa11/,"{""eth_received"": 0.0, ""usdc_received"": 0.0, ""gnars_received"": 0.0, ""active_votes"": 11, ""proposals_authored"": 0}"
node,person:0x486843ad8adb101584fcce56e88a09e6f25d16d1,person,0x4868...16d1,,,active,27.86,,,,/community/0x4868-16d1/,"{""eth_received"": 0.0, ""usdc_received"": 0.0, ""gnars_received"": 0.0, ""active_votes"": 3, ""proposals_authored"": 0}"
node,person:0x48eab89c643a7e45d3a1029003f90536b2598008,person,0x48ea...8008,,,active,14.0,,,,/community/0x48ea-8008/,"{""eth_received"": 0.0, ""usdc_received"": 0.0, ""gnars_received"": 0.0, ""active_votes"": 0, ""proposals_authored"": 0}"
node,person:0x48eecbe9051307336d52528ea8dbb7a2cb29a679,person,0x48ee...a679,,,active,24.99,,,,/community/0x48ee-a679/,"{""eth_received"": 0.0, ""usdc_received"": 0.0, ""gnars_received"": 0.0, ""active_votes"": 2, ""proposals_authored"": 0}"
node,person:0x49375ce55a19c2ad51e42ca593a1c2127bebd578,person,0x4937...d578,,,active,20.93,,,,/community/0x4937-d578/,"{""eth_received"": 0.0, ""usdc_received"": 0.0, ""gnars_received"": 0.0, ""active_votes"": 1, ""proposals_authored"": 0}"
